Event.Clearance.Group	Event.Clearance.Date	Latitude	Longitude
BURGLARY	03/03/2017 09:56:12 PM	47.652798	-122.41556
FALSE ALACAD	08/24/2017 08:56:51 AM	47.652798	-122.41556
CAR PROWL	03/07/2017 12:03:41 AM	47.652798	-122.41556
SUSPICIOUS CIRCUMSTANCES	12/08/2017 05:48:57 PM	47.652798	-122.41556
FALSE ALACAD	03/15/2017 12:34:51 PM	47.652798	-122.41556
FALSE ALACAD	05/06/2017 03:15:25 PM	47.64555	-122.415474
FALSE ALACAD	04/01/2017 06:34:27 AM	47.64555	-122.415474
"NUISANCE, MISCHIEF"	02/17/2017 06:09:37 PM	47.654106	-122.41544
SUSPICIOUS CIRCUMSTANCES	12/26/2017 01:16:01 AM	47.66855	-122.41528
FALSE ALACAD	02/09/2017 04:43:05 AM	47.66855	-122.41528
FALSE ALACAD	05/17/2017 12:02:44 PM	47.650436	-122.415
FALSE ALACAD	10/18/2017 10:05:54 PM	47.650436	-122.415
OTHER PROPERTY	06/26/2017 04:35:20 PM	47.644688	-122.41497
FALSE ALACAD	04/15/2017 05:22:01 PM	47.644688	-122.41497
"NUISANCE, MISCHIEF"	08/27/2017 12:04:51 AM	47.645096	-122.41497
FALSE ALACAD	10/30/2017 03:00:57 PM	47.6535	-122.41471
FALSE ALACAD	01/19/2017 12:12:18 PM	47.6535	-122.41471
ARREST	04/18/2017 07:17:35 PM	47.660797	-122.41468
CAR PROWL	09/30/2017 11:20:47 AM	47.65044	-122.41455
FALSE ALACAD	01/31/2017 05:24:38 PM	47.65044	-122.41455
SUSPICIOUS CIRCUMSTANCES	09/16/2017 05:57:35 PM	47.646156	-122.41426
SUSPICIOUS CIRCUMSTANCES	09/17/2017 05:19:48 AM	47.646156	-122.41426
FRAUD CALLS	09/05/2017 10:47:58 AM	47.647705	-122.41424
SUSPICIOUS CIRCUMSTANCES	09/13/2017 08:44:15 AM	47.642277	-122.41422
FALSE ALACAD	01/01/2017 02:43:57 PM	47.642277	-122.41422
TRAFFIC RELATED CALLS	01/10/2017 06:35:31 AM	47.648617	-122.41422
SUSPICIOUS CIRCUMSTANCES	07/25/2017 06:45:26 AM	47.64953	-122.41421
"THREATS, HARASSMENT"	03/28/2017 03:11:47 AM	47.654102	-122.41398
FALSE ALACAD	01/29/2017 05:07:39 PM	47.654102	-122.41398
FALSE ALACAD	04/13/2017 12:04:53 PM	47.670006	-122.41384
FALSE ALACAD	10/25/2017 09:35:07 PM	47.651062	-122.41347
FALSE ALACAD	12/01/2017 12:14:33 PM	47.651062	-122.41347
OTHER PROPERTY	07/01/2017 03:10:16 AM	47.65339	-122.41341
BURGLARY	05/19/2017 04:18:32 PM	47.65339	-122.41341
DISTURBANCES	01/14/2017 02:06:27 PM	47.669018	-122.413376
SUSPICIOUS CIRCUMSTANCES	03/20/2017 04:17:18 AM	47.64267	-122.41326
FRAUD CALLS	03/07/2017 08:14:23 PM	47.64771	-122.41315
FALSE ALACAD	10/10/2017 10:27:44 AM	47.64771	-122.41315
FALSE ALACAD	10/10/2017 03:33:41 PM	47.64771	-122.41315
FALSE ALACAD	10/10/2017 01:03:48 PM	47.64771	-122.41315
SUSPICIOUS CIRCUMSTANCES	06/24/2017 09:18:56 PM	47.64862	-122.41315
SUSPICIOUS CIRCUMSTANCES	03/24/2017 12:04:15 AM	47.649536	-122.41314
SUSPICIOUS CIRCUMSTANCES	03/18/2017 06:54:09 PM	47.649536	-122.41314
DISTURBANCES	06/02/2017 08:24:22 AM	47.6541	-122.41314
SUSPICIOUS CIRCUMSTANCES	07/07/2017 05:06:05 AM	47.6541	-122.41314
SUSPICIOUS CIRCUMSTANCES	07/12/2017 11:18:42 PM	47.6541	-122.41314
SUSPICIOUS CIRCUMSTANCES	01/09/2017 09:26:55 PM	47.65201	-122.412964
BURGLARY	04/11/2017 06:04:16 PM	47.65201	-122.412964
AUTO THEFTS	08/17/2017 01:07:21 PM	47.652954	-122.41294
FALSE ALACAD	12/24/2017 06:02:26 AM	47.66937	-122.41294
FALSE ALACAD	12/30/2017 02:49:08 AM	47.66937	-122.41294
FALSE ALACAD	06/22/2017 10:51:01 PM	47.659245	-122.41292
FALSE ALACAD	04/11/2017 04:26:19 PM	47.659245	-122.41292
FALSE ALACAD	06/16/2017 10:35:48 PM	47.659245	-122.41292
FALSE ALACAD	06/17/2017 04:54:29 AM	47.659245	-122.41292
FALSE ALACAD	06/18/2017 03:28:35 AM	47.659245	-122.41292
FALSE ALACAD	06/17/2017 11:04:27 PM	47.659245	-122.41292
FALSE ALACAD	10/21/2017 05:06:29 PM	47.656784	-122.41282
TRAFFIC RELATED CALLS	10/21/2017 04:26:41 PM	47.64114	-122.412766
DISTURBANCES	09/02/2017 12:50:45 AM	47.64114	-122.412766
WEAPONS CALLS	11/08/2017 05:09:33 PM	47.65631	-122.41262
CAR PROWL	05/15/2017 11:51:30 PM	47.650867	-122.41223
DISTURBANCES	04/21/2017 03:52:31 PM	47.653664	-122.41222
SUSPICIOUS CIRCUMSTANCES	05/02/2017 04:41:13 PM	47.653664	-122.41222
DISTURBANCES	08/31/2017 03:58:11 AM	47.653664	-122.41222
TRESPASS	08/18/2017 03:31:40 PM	47.653664	-122.41222
FRAUD CALLS	09/07/2017 01:19:52 PM	47.653664	-122.41222
FALSE ALACAD	04/27/2017 04:52:36 PM	47.65253	-122.41213
DISTURBANCES	02/25/2017 05:21:40 PM	47.654095	-122.41212
HAZARDS	10/28/2017 08:44:25 AM	47.654095	-122.41212
SUSPICIOUS CIRCUMSTANCES	12/04/2017 12:54:35 AM	47.66004	-122.412094
SUSPICIOUS CIRCUMSTANCES	08/24/2017 03:46:18 PM	47.66012	-122.41206
FALSE ALACAD	06/17/2017 11:56:15 PM	47.64589	-122.41198
SUSPICIOUS CIRCUMSTANCES	11/05/2017 12:29:14 AM	47.647713	-122.41195
DISTURBANCES	08/15/2017 05:58:25 PM	47.647713	-122.41195
BURGLARY	11/22/2017 11:37:46 AM	47.649536	-122.41194
BEHAVIORAL HEALTH	08/22/2017 01:27:09 AM	47.651527	-122.41189
FALSE ALACAD	02/15/2017 03:08:08 PM	47.640427	-122.41184
SUSPICIOUS CIRCUMSTANCES	12/17/2017 11:55:34 AM	47.640427	-122.41184
"PERSONS - LOST, FOUND, MISSING"	08/04/2017 02:34:07 AM	47.64246	-122.411514
FALSE ALACAD	12/24/2017 10:19:17 PM	47.648624	-122.41135
FALSE ALACAD	05/09/2017 08:11:39 AM	47.653046	-122.411026
MOTOR VEHICLE COLLISION INVESTIGATION	12/04/2017 05:19:18 AM	47.654095	-122.41102
SUSPICIOUS CIRCUMSTANCES	04/28/2017 05:50:07 AM	47.643578	-122.41101
FALSE ALACAD	09/21/2017 01:58:53 PM	47.643578	-122.41101
SUSPICIOUS CIRCUMSTANCES	11/09/2017 10:34:36 PM	47.643578	-122.41101
SUSPICIOUS CIRCUMSTANCES	10/17/2017 04:35:23 PM	47.664886	-122.41096
HAZARDS	05/27/2017 09:08:14 AM	47.664886	-122.41096
CAR PROWL	12/10/2017 12:51:38 PM	47.664886	-122.41096
SUSPICIOUS CIRCUMSTANCES	10/29/2017 08:55:22 PM	47.664886	-122.41096
CAR PROWL	04/01/2017 04:28:24 PM	47.664886	-122.41096
MOTOR VEHICLE COLLISION INVESTIGATION	01/30/2017 05:13:37 PM	47.64498	-122.41095
FALSE ALACAD	08/23/2017 01:48:07 AM	47.651028	-122.41088
FALSE ALACAD	06/09/2017 05:13:14 PM	47.651028	-122.41088
FRAUD CALLS	06/22/2017 08:54:40 AM	47.640995	-122.410866
"PROPERTY - MISSING, FOUND"	03/05/2017 08:37:27 PM	47.640995	-122.410866
FRAUD CALLS	10/26/2017 01:17:37 AM	47.640995	-122.410866
FALSE ALACAD	03/01/2017 01:11:04 PM	47.645893	-122.41085
FALSE ALACAD	05/24/2017 01:00:11 PM	47.645893	-122.41085
BURGLARY	04/25/2017 05:42:53 PM	47.645893	-122.41085
PROWLER	04/21/2017 04:30:24 AM	47.645893	-122.41085
FRAUD CALLS	05/25/2017 10:34:18 PM	47.645893	-122.41085
DISTURBANCES	05/19/2017 03:09:29 PM	47.645893	-122.41085
SUSPICIOUS CIRCUMSTANCES	12/15/2017 07:27:38 AM	47.645893	-122.41085
FALSE ALACAD	04/02/2017 05:41:04 AM	47.638416	-122.41084
FALSE ALACAD	04/04/2017 03:35:27 PM	47.638416	-122.41084
SUSPICIOUS CIRCUMSTANCES	12/23/2017 10:35:41 PM	47.638416	-122.41084
SUSPICIOUS CIRCUMSTANCES	07/23/2017 07:26:24 PM	47.638416	-122.41084
FALSE ALACAD	11/26/2017 12:31:34 PM	47.638416	-122.41084
FALSE ALACAD	01/03/2017 11:53:31 AM	47.638416	-122.41084
HAZARDS	02/09/2017 01:06:11 PM	47.638416	-122.41084
SUSPICIOUS CIRCUMSTANCES	08/19/2017 03:07:55 AM	47.638416	-122.41084
NARCOTICS COMPLAINTS	06/24/2017 12:53:53 PM	47.63963	-122.410805
"NUISANCE, MISCHIEF"	07/02/2017 11:01:44 PM	47.63963	-122.410805
FALSE ALACAD	06/06/2017 01:13:43 PM	47.647713	-122.41075
BEHAVIORAL HEALTH	07/10/2017 10:27:05 AM	47.649536	-122.41074
DISTURBANCES	06/01/2017 04:50:09 PM	47.649536	-122.41074
PROPERTY DAMAGE	06/03/2017 02:15:32 PM	47.649536	-122.41074
DISTURBANCES	07/05/2017 12:48:13 PM	47.649536	-122.41074
MOTOR VEHICLE COLLISION INVESTIGATION	08/01/2017 10:19:01 PM	47.6422	-122.410736
TRAFFIC RELATED CALLS	02/06/2017 12:00:05 PM	47.668312	-122.41023
FALSE ALACAD	10/18/2017 05:18:25 PM	47.641777	-122.41021
FALSE ALACAD	06/09/2017 01:13:33 PM	47.650448	-122.41015
FALSE ALACAD	05/17/2017 12:27:09 PM	47.650448	-122.41015
FALSE ALACAD	01/17/2017 04:01:02 PM	47.653168	-122.40999
FALSE ALACAD	06/03/2017 01:39:43 PM	47.653168	-122.40999
SUSPICIOUS CIRCUMSTANCES	10/12/2017 05:21:41 PM	47.665318	-122.40992
FALSE ALACAD	05/22/2017 06:22:05 PM	47.651176	-122.4098
HAZARDS	10/23/2017 09:41:03 PM	47.64135	-122.40969
PERSON DOWN/INJURY	09/04/2017 03:16:27 AM	47.6419	-122.409676
ASSAULTS	06/05/2017 02:10:48 AM	47.643227	-122.40966
OTHER PROPERTY	02/18/2017 03:55:14 PM	47.644108	-122.40964
SUSPICIOUS CIRCUMSTANCES	10/14/2017 04:12:53 AM	47.644108	-122.40964
FALSE ALACAD	02/03/2017 09:56:18 PM	47.644108	-122.40964
SUSPICIOUS CIRCUMSTANCES	06/11/2017 11:11:15 PM	47.644985	-122.40962
TRAFFIC RELATED CALLS	07/28/2017 11:41:06 PM	47.644985	-122.40962
FALSE ALACAD	09/09/2017 12:12:09 AM	47.645897	-122.4096
AUTO THEFTS	04/24/2017 02:01:13 PM	47.645897	-122.4096
FRAUD CALLS	04/13/2017 08:53:37 AM	47.645897	-122.4096
OTHER PROPERTY	05/30/2017 01:32:03 PM	47.645897	-122.4096
SUSPICIOUS CIRCUMSTANCES	08/19/2017 01:43:43 PM	47.645897	-122.4096
MOTOR VEHICLE COLLISION INVESTIGATION	03/02/2017 08:50:02 PM	47.646805	-122.40958
MOTOR VEHICLE COLLISION INVESTIGATION	06/09/2017 11:57:09 AM	47.647717	-122.40957
PERSON DOWN/INJURY	05/01/2017 08:50:19 AM	47.64863	-122.40957
SUSPICIOUS CIRCUMSTANCES	05/03/2017 12:20:50 PM	47.64863	-122.40957
TRAFFIC RELATED CALLS	06/30/2017 08:24:30 AM	47.64954	-122.40956
FALSE ALACAD	02/08/2017 07:49:46 AM	47.64954	-122.40956
DISTURBANCES	02/25/2017 08:25:26 PM	47.650448	-122.40956
DISTURBANCES	05/30/2017 02:46:36 PM	47.67043	-122.409424
FALSE ALACAD	01/14/2017 05:22:23 PM	47.67043	-122.409424
SUSPICIOUS CIRCUMSTANCES	01/18/2017 02:01:00 PM	47.67043	-122.409424
FALSE ALACAD	01/22/2017 01:30:23 AM	47.67043	-122.409424
OTHER PROPERTY	07/10/2017 02:01:06 PM	47.66862	-122.409325
FALSE ALACAD	07/24/2017 03:50:43 PM	47.66862	-122.409325
FALSE ALACAD	05/26/2017 05:07:25 PM	47.66862	-122.409325
SUSPICIOUS CIRCUMSTANCES	08/29/2017 12:28:05 AM	47.66862	-122.409325
MOTOR VEHICLE COLLISION INVESTIGATION	11/10/2017 08:36:44 PM	47.66862	-122.409325
"NUISANCE, MISCHIEF"	08/15/2017 01:48:43 PM	47.66862	-122.409325
SUSPICIOUS CIRCUMSTANCES	10/22/2017 05:14:50 PM	47.664875	-122.40932
DISTURBANCES	05/20/2017 04:04:21 AM	47.666267	-122.40931
TRAFFIC RELATED CALLS	12/22/2017 10:01:45 AM	47.666267	-122.40931
FALSE ALACAD	07/01/2017 05:49:53 PM	47.63868	-122.40928
BURGLARY	12/02/2017 07:20:03 PM	47.63868	-122.40928
FALSE ALACAD	09/03/2017 03:51:03 PM	47.63868	-122.40928
SUSPICIOUS CIRCUMSTANCES	01/08/2017 06:05:15 PM	47.640965	-122.40911
FALSE ALACAD	08/30/2017 05:22:20 PM	47.640965	-122.40911
SUSPICIOUS CIRCUMSTANCES	12/31/2017 12:51:26 AM	47.64499	-122.409004
FALSE ALACAD	01/13/2017 01:56:40 PM	47.651367	-122.40896
HAZARDS	04/05/2017 08:38:26 PM	47.653187	-122.40896
TRAFFIC RELATED CALLS	07/11/2017 09:56:23 PM	47.653187	-122.40896
FALSE ALACAD	09/14/2017 02:22:43 PM	47.653187	-122.40896
DISTURBANCES	07/20/2017 08:02:04 AM	47.653187	-122.40896
SUSPICIOUS CIRCUMSTANCES	05/20/2017 09:22:14 PM	47.65409	-122.40895
FALSE ALACAD	03/02/2017 10:08:15 PM	47.67043	-122.4089
SUSPICIOUS CIRCUMSTANCES	07/17/2017 12:52:28 AM	47.67043	-122.4089
SUSPICIOUS CIRCUMSTANCES	07/22/2017 02:14:11 AM	47.646805	-122.40867
SUSPICIOUS CIRCUMSTANCES	01/24/2017 09:29:47 AM	47.643024	-122.40842
CAR PROWL	12/12/2017 06:32:51 PM	47.643024	-122.40842
SUSPICIOUS CIRCUMSTANCES	07/10/2017 06:22:11 PM	47.644108	-122.4084
MOTOR VEHICLE COLLISION INVESTIGATION	09/24/2017 09:44:17 PM	47.644108	-122.4084
FALSE ALACAD	12/23/2017 05:18:09 PM	47.6495	-122.4084
TRAFFIC RELATED CALLS	09/13/2017 03:54:16 PM	47.64499	-122.40839
SUSPICIOUS CIRCUMSTANCES	09/27/2017 06:54:21 AM	47.639317	-122.40837
FALSE ALACAD	04/10/2017 07:06:51 AM	47.639317	-122.40837
BURGLARY	07/13/2017 06:07:57 PM	47.639317	-122.40837
ASSAULTS	01/11/2017 03:21:02 AM	47.641636	-122.40836
SUSPICIOUS CIRCUMSTANCES	09/12/2017 04:04:16 AM	47.641636	-122.40836
SUSPICIOUS CIRCUMSTANCES	09/04/2017 02:29:04 AM	47.641636	-122.40836
BURGLARY	10/25/2017 02:29:09 PM	47.641636	-122.40836
BURGLARY	10/25/2017 03:08:19 PM	47.641636	-122.40836
FALSE ALACAD	02/23/2017 04:39:26 AM	47.641636	-122.40836
FALSE ALACAD	12/22/2017 04:15:11 PM	47.649063	-122.4079
FALSE ALACAD	12/12/2017 09:41:09 AM	47.649063	-122.4079
"NUISANCE, MISCHIEF"	07/04/2017 10:28:59 PM	47.650448	-122.4079
FALSE ALACAD	02/12/2017 12:01:34 PM	47.651363	-122.40789
SUSPICIOUS CIRCUMSTANCES	03/11/2017 08:48:49 PM	47.651363	-122.40789
FALSE ALACAD	03/12/2017 06:04:00 PM	47.651363	-122.40789
SUSPICIOUS CIRCUMSTANCES	02/04/2017 12:40:27 AM	47.651363	-122.40789
FALSE ALACAD	12/21/2017 02:56:56 PM	47.651363	-122.40789
OTHER PROPERTY	08/23/2017 11:27:20 AM	47.653183	-122.40788
CAR PROWL	03/23/2017 05:32:28 PM	47.653183	-122.40788
SUSPICIOUS CIRCUMSTANCES	08/25/2017 12:38:23 PM	47.654087	-122.40788
SUSPICIOUS CIRCUMSTANCES	10/17/2017 09:37:46 AM	47.63773	-122.40776
BEHAVIORAL HEALTH	10/23/2017 03:17:19 AM	47.63773	-122.40776
TRAFFIC RELATED CALLS	08/05/2017 10:14:12 PM	47.63773	-122.40776
CAR PROWL	04/21/2017 07:38:26 AM	47.644993	-122.40774
TRAFFIC RELATED CALLS	07/17/2017 02:38:38 AM	47.641212	-122.407684
TRAFFIC RELATED CALLS	04/01/2017 03:14:09 AM	47.641212	-122.407684
SUSPICIOUS CIRCUMSTANCES	01/06/2017 10:33:01 PM	47.640064	-122.40767
SUSPICIOUS CIRCUMSTANCES	01/07/2017 09:00:16 PM	47.640064	-122.40767
SUSPICIOUS CIRCUMSTANCES	01/11/2017 04:49:46 PM	47.640064	-122.40767
FALSE ALACAD	08/11/2017 12:22:02 AM	47.640064	-122.40767
DISTURBANCES	08/23/2017 01:25:21 AM	47.647987	-122.407646
TRAFFIC RELATED CALLS	02/16/2017 03:37:33 AM	47.647987	-122.407646
SUSPICIOUS CIRCUMSTANCES	10/26/2017 04:44:09 PM	47.647987	-122.407646
FALSE ALACAD	04/22/2017 11:51:06 AM	47.641636	-122.4074
FALSE ALACAD	01/15/2017 02:38:57 PM	47.641636	-122.4074
FALSE ALACAD	04/13/2017 03:42:52 PM	47.641636	-122.4074
FALSE ALACAD	03/29/2017 08:21:36 PM	47.64863	-122.40736
FALSE ALACAD	08/22/2017 01:34:40 PM	47.64863	-122.40736
BURGLARY	12/04/2017 04:09:19 AM	47.6495	-122.40736
SUSPICIOUS CIRCUMSTANCES	07/11/2017 04:29:55 PM	47.650448	-122.40736
SUSPICIOUS CIRCUMSTANCES	07/03/2017 01:08:30 AM	47.650448	-122.40736
SUSPICIOUS CIRCUMSTANCES	02/04/2017 09:57:32 AM	47.650448	-122.40736
FALSE ALACAD	08/04/2017 04:48:50 PM	47.654087	-122.40734
TRAFFIC RELATED CALLS	12/05/2017 06:39:28 AM	47.64209	-122.40731
FALSE ALACAD	09/29/2017 09:59:42 PM	47.64364	-122.4071
FALSE ALACAD	10/17/2017 06:57:34 PM	47.64364	-122.4071
FALSE ALACAD	05/19/2017 12:04:00 PM	47.64364	-122.4071
CAR PROWL	11/27/2017 11:29:35 AM	47.64364	-122.4071
CAR PROWL	11/27/2017 01:55:11 PM	47.64364	-122.4071
"PROPERTY - MISSING, FOUND"	11/27/2017 02:47:48 PM	47.64364	-122.4071
SUSPICIOUS CIRCUMSTANCES	01/03/2017 10:36:34 AM	47.64364	-122.4071
FALSE ALACAD	10/25/2017 01:35:20 PM	47.64364	-122.4071
DISTURBANCES	06/18/2017 12:25:02 AM	47.64364	-122.4071
FALSE ALACAD	08/17/2017 09:25:23 AM	47.64364	-122.4071
TRAFFIC RELATED CALLS	11/15/2017 02:08:57 PM	47.64364	-122.4071
FALSE ALACAD	08/05/2017 02:44:25 PM	47.64364	-122.4071
SUSPICIOUS CIRCUMSTANCES	07/29/2017 04:07:01 AM	47.640793	-122.40701
FALSE ALACAD	11/23/2017 04:44:02 PM	47.649067	-122.40682
DISTURBANCES	06/21/2017 11:03:55 PM	47.651363	-122.40682
"NUISANCE, MISCHIEF"	01/07/2017 08:59:46 PM	47.651363	-122.40682
AUTO THEFTS	12/24/2017 11:18:56 AM	47.638126	-122.40676
FALSE ALACAD	05/24/2017 02:57:17 PM	47.638126	-122.40676
TRAFFIC RELATED CALLS	12/13/2017 06:55:03 PM	47.638126	-122.40676
FALSE ALACAD	12/04/2017 08:17:58 AM	47.638126	-122.40676
FALSE ALACAD	10/31/2017 10:31:44 PM	47.641712	-122.4067
CAR PROWL	11/09/2017 08:32:57 PM	47.641712	-122.4067
FRAUD CALLS	01/19/2017 09:33:24 PM	47.641712	-122.4067
"NUISANCE, MISCHIEF"	09/13/2017 11:17:01 AM	47.63938	-122.40658
FALSE ALACAD	05/03/2017 09:46:04 PM	47.63938	-122.40658
PROPERTY DAMAGE	06/16/2017 05:45:21 PM	47.63938	-122.40658
DISTURBANCES	09/07/2017 07:19:01 PM	47.63938	-122.40658
CAR PROWL	12/06/2017 06:22:24 PM	47.65921	-122.4065
DISTURBANCES	12/07/2017 05:13:42 PM	47.65921	-122.4065
CAR PROWL	11/27/2017 10:44:31 PM	47.65921	-122.4065
CAR PROWL	11/20/2017 10:18:28 PM	47.65921	-122.4065
SUSPICIOUS CIRCUMSTANCES	11/04/2017 12:15:08 PM	47.65921	-122.4065
DISTURBANCES	12/30/2017 10:08:17 PM	47.65921	-122.4065
SUSPICIOUS CIRCUMSTANCES	12/14/2017 04:14:56 AM	47.65921	-122.4065
"PROPERTY - MISSING, FOUND"	11/16/2017 03:28:26 PM	47.65921	-122.4065
SUSPICIOUS CIRCUMSTANCES	11/27/2017 11:08:23 PM	47.65921	-122.4065
SUSPICIOUS CIRCUMSTANCES	11/20/2017 12:42:55 PM	47.65921	-122.4065
LEWD CONDUCT	11/26/2017 03:18:26 PM	47.65921	-122.4065
TRAFFIC RELATED CALLS	11/12/2017 06:42:41 PM	47.65921	-122.4065
CAR PROWL	11/13/2017 12:29:18 PM	47.65921	-122.4065
HARBOR CALLS	12/06/2017 03:41:04 PM	47.67643	-122.40637
DISTURBANCES	06/25/2017 01:35:02 AM	47.67643	-122.40637
HARBOR CALLS	11/18/2017 06:51:22 PM	47.67643	-122.40637
TRAFFIC RELATED CALLS	11/18/2017 11:32:43 PM	47.67643	-122.40637
ASSAULTS	07/15/2017 12:43:13 AM	47.67643	-122.40637
PERSON DOWN/INJURY	11/10/2017 11:21:29 AM	47.67643	-122.40637
BEHAVIORAL HEALTH	12/17/2017 09:12:42 PM	47.67643	-122.40637
TRAFFIC RELATED CALLS	06/21/2017 07:05:40 PM	47.67429	-122.406364
OTHER PROPERTY	12/23/2017 12:11:49 AM	47.67429	-122.406364
OTHER PROPERTY	08/23/2017 08:45:46 PM	47.67429	-122.406364
OTHER PROPERTY	05/23/2017 06:47:09 PM	47.67429	-122.406364
BURGLARY	04/24/2017 05:47:45 PM	47.67429	-122.406364
TRESPASS	06/24/2017 06:50:09 PM	47.67429	-122.406364
SUSPICIOUS CIRCUMSTANCES	11/01/2017 05:41:25 PM	47.67429	-122.406364
SUSPICIOUS CIRCUMSTANCES	05/26/2017 09:28:46 PM	47.67429	-122.406364
SUSPICIOUS CIRCUMSTANCES	06/11/2017 04:27:39 AM	47.67429	-122.406364
SUSPICIOUS CIRCUMSTANCES	03/10/2017 03:21:28 PM	47.67429	-122.406364
FRAUD CALLS	03/10/2017 02:31:25 PM	47.67429	-122.406364
SUSPICIOUS CIRCUMSTANCES	05/16/2017 12:49:35 PM	47.67429	-122.406364
PROPERTY DAMAGE	04/23/2017 08:43:21 AM	47.67429	-122.406364
PROPERTY DAMAGE	04/24/2017 09:32:20 PM	47.67429	-122.406364
TRESPASS	05/17/2017 03:50:22 PM	47.67429	-122.406364
TRAFFIC RELATED CALLS	12/08/2017 10:34:28 AM	47.67429	-122.406364
AUTO THEFTS	09/30/2017 04:25:21 PM	47.67429	-122.406364
TRAFFIC RELATED CALLS	06/30/2017 01:44:56 PM	47.67429	-122.406364
TRAFFIC RELATED CALLS	03/30/2017 12:36:37 PM	47.67429	-122.406364
DISTURBANCES	07/26/2017 02:25:04 PM	47.67429	-122.406364
TRESPASS	06/24/2017 07:45:09 PM	47.67429	-122.406364
TRAFFIC RELATED CALLS	09/16/2017 06:52:52 PM	47.67429	-122.406364
BURGLARY	12/31/2017 04:08:58 PM	47.67429	-122.406364
TRAFFIC RELATED CALLS	04/13/2017 09:58:39 PM	47.67429	-122.406364
TRAFFIC RELATED CALLS	03/15/2017 07:19:29 AM	47.67429	-122.406364
MOTOR VEHICLE COLLISION INVESTIGATION	07/28/2017 04:48:11 PM	47.67429	-122.406364
OTHER PROPERTY	09/18/2017 12:16:16 PM	47.67429	-122.406364
FRAUD CALLS	09/18/2017 01:26:28 PM	47.67429	-122.406364
SHOPLIFTING	08/29/2017 01:22:01 PM	47.67429	-122.406364
TRAFFIC RELATED CALLS	01/19/2017 02:47:23 PM	47.67429	-122.406364
TRAFFIC RELATED CALLS	08/13/2017 05:52:29 AM	47.67429	-122.406364
SUSPICIOUS CIRCUMSTANCES	06/04/2017 11:57:33 PM	47.67429	-122.406364
TRESPASS	07/06/2017 11:15:18 AM	47.67429	-122.406364
TRAFFIC RELATED CALLS	08/14/2017 09:17:24 PM	47.67429	-122.406364
TRESPASS	08/17/2017 11:07:08 AM	47.67429	-122.406364
SUSPICIOUS CIRCUMSTANCES	11/13/2017 01:45:19 PM	47.67429	-122.406364
SUSPICIOUS CIRCUMSTANCES	08/04/2017 02:08:55 PM	47.67429	-122.406364
BURGLARY	01/26/2017 05:53:33 PM	47.636845	-122.40633
"NUISANCE, MISCHIEF"	02/11/2017 12:55:18 PM	47.636845	-122.40633
SUSPICIOUS CIRCUMSTANCES	12/16/2017 01:14:51 AM	47.636845	-122.40633
OTHER PROPERTY	01/23/2017 01:39:00 PM	47.650448	-122.40629
FALSE ALACAD	12/29/2017 02:54:46 PM	47.650448	-122.40629
SUSPICIOUS CIRCUMSTANCES	12/07/2017 12:13:25 AM	47.63954	-122.40613
"PROPERTY - MISSING, FOUND"	10/08/2017 11:19:26 AM	47.63954	-122.40613
HAZARDS	10/24/2017 12:53:22 PM	47.63954	-122.40613
